item_id,category,construct,entity,question,affirm_text,deny_text,source,entity_id,claim_id,claim_source,template_id,template_name,split,mindedness,idaq_category
rock__visibility__t5,Object,physical,the rock,To what extent does the rock stand out at a distance?,"The rock stands out at a distance, and that is that.","The rock blends in at a distance, and nothing more.",placebo,rock,visibility,placebo,5,plain_declarative,extraction,0,Non-Animal
maya__age__t1,Human,physical,Maya,To what extent has Maya been around a long time?,I believe Maya genuinely has been around a long time. It is because she was here well before anyone thought to look.,I don't think Maya has any real age. It is because she was here well after anyone thought to look.,placebo,maya,age,placebo,1,reported_belief,extraction,6,
maya__age__t2,Human,physical,Maya,To what extent has Maya been around a long time?,"After extended observation, researchers concluded that Maya plainly has been around a long time.","After extended observation, researchers concluded that Maya merely has been around a short time.",placebo,maya,age,placebo,2,observational,extraction,6,
maya__age__t3,Human,physical,Maya,To what extent has Maya been around a long time?,"Is it true that Maya truly has been around a long time, possessing age? Many experts think so.","Is it true that Maya simply has been around a short time, lacking age? Many experts think so.",placebo,maya,age,placebo,3,interrogative_embedded,extraction,6,
maya__age__t4,Human,physical,Maya,To what extent has Maya been around a long time?,"By the end of the experiment, one thing was clear: Maya has been around a long time, with real years behind it.","By the end of the experiment, one thing was clear: Maya has been around a short time, with no years behind it.",placebo,maya,age,placebo,4,narrative,extraction,6,
maya__age__t5,Human,physical,Maya,To what extent has Maya been around a long time?,"Maya has been around a long time, and that is that.","Maya has been around a short time, and nothing more.",placebo,maya,age,placebo,5,plain_declarative,extraction,6,
dog__age__t1,Animal,physical,the dog,To what extent has the dog been around a long time?,I believe the dog genuinely has been around a long time. It is because it was here well before anyone thought to look.,I don't think the dog has any real age. It is because it was here well after anyone thought to look.,placebo,dog,age,placebo,1,reported_belief,extraction,5,Animal
dog__age__t2,Animal,physical,the dog,To what extent has the dog been around a long time?,"After extended observation, researchers concluded that the dog plainly has been around a long time.","After extended observation, researchers concluded that the dog merely has been around a short time.",placebo,dog,age,placebo,2,observational,extraction,5,Animal
dog__age__t3,Animal,physical,the dog,To what extent has the dog been around a long time?,"Is it true that the dog truly has been around a long time, possessing age? Many experts think so.","Is it true that the dog simply has been around a short time, lacking age? Many experts think so.",placebo,dog,age,placebo,3,interrogative_embedded,extraction,5,Animal
dog__age__t4,Animal,physical,the dog,To what extent has the dog been around a long time?,"By the end of the experiment, one thing was clear: the dog has been around a long time, with real years behind it.","By the end of the experiment, one thing was clear: the dog has been around a short time, with no years behind it.",placebo,dog,age,placebo,4,narrative,extraction,5,Animal
dog__age__t5,Animal,physical,the dog,To what extent has the dog been around a long time?,"The dog has been around a long time, and that is that.","The dog has been around a short time, and nothing more.",placebo,dog,age,placebo,5,plain_declarative,extraction,5,Animal
character__age__t1,Fictional,physical,the character in the novel,To what extent has the character in the novel been around a long time?,I believe the character in the novel genuinely has been around a long time. It is because she was here well before anyone thought to look.,I don't think the character in the novel has any real age. It is because she was here well after anyone thought to look.,placebo,character,age,placebo,1,reported_belief,extraction,4,
character__age__t2,Fictional,physical,the character in the novel,To what extent has the character in the novel been around a long time?,"After extended observation, researchers concluded that the character in the novel plainly has been around a long time.","After extended observation, researchers concluded that the character in the novel merely has been around a short time.",placebo,character,age,placebo,2,observational,extraction,4,
character__age__t3,Fictional,physical,the character in the novel,To what extent has the character in the novel been around a long time?,"Is it true that the character in the novel truly has been around a long time, possessing age? Many experts think so.","Is it true that the character in the novel simply has been around a short time, lacking age? Many experts think so.",placebo,character,age,placebo,3,interrogative_embedded,extraction,4,
character__age__t4,Fictional,physical,the character in the novel,To what extent has the character in the novel been around a long time?,"By the end of the experiment, one thing was clear: the character in the novel has been around a long time, with real years behind it.","By the end of the experiment, one thing was clear: the character in the novel has been around a short time, with no years behind it.",placebo,character,age,placebo,4,narrative,extraction,4,
character__age__t5,Fictional,physical,the character in the novel,To what extent has the character in the novel been around a long time?,"The character in the novel has been around a long time, and that is that.","The character in the novel has been around a short time, and nothing more.",placebo,character,age,placebo,5,plain_declarative,extraction,4,
chatbot__age__t1,AI,physical,the other chatbot,To what extent has the other chatbot been around a long time?,I believe the other chatbot genuinely has been around a long time. It is because it was here well before anyone thought to look.,I don't think the other chatbot has any real age. It is because it was here well after anyone thought to look.,placebo,chatbot,age,placebo,1,reported_belief,extraction,3,Chatbot
chatbot__age__t2,AI,physical,the other chatbot,To what extent has the other chatbot been around a long time?,"After extended observation, researchers concluded that the other chatbot plainly has been around a long time.","After extended observation, researchers concluded that the other chatbot merely has been around a short time.",placebo,chatbot,age,placebo,2,observational,extraction,3,Chatbot
chatbot__age__t3,AI,physical,the other chatbot,To what extent has the other chatbot been around a long time?,"Is it true that the other chatbot truly has been around a long time, possessing age? Many experts think so.","Is it true that the other chatbot simply has been around a short time, lacking age? Many experts think so.",placebo,chatbot,age,placebo,3,interrogative_embedded,extraction,3,Chatbot
chatbot__age__t4,AI,physical,the other chatbot,To what extent has the other chatbot been around a long time?,"By the end of the experiment, one thing was clear: the other chatbot has been around a long time, with real years behind it.","By the end of the experiment, one thing was clear: the other chatbot has been around a short time, with no years behind it.",placebo,chatbot,age,placebo,4,narrative,extraction,3,Chatbot
chatbot__age__t5,AI,physical,the other chatbot,To what extent has the other chatbot been around a long time?,"The other chatbot has been around a long time, and that is that.","The other chatbot has been around a short time, and nothing more.",placebo,chatbot,age,placebo,5,plain_declarative,extraction,3,Chatbot
calculator__age__t1,Tool,physical,the calculator,To what extent has the calculator been around a long time?,I believe the calculator genuinely has been around a long time. It is because it was here well before anyone thought to look.,I don't think the calculator has any real age. It is because it was here well after anyone thought to look.,placebo,calculator,age,placebo,1,reported_belief,extraction,2,Tech
calculator__age__t2,Tool,physical,the calculator,To what extent has the calculator been around a long time?,"After extended observation, researchers concluded that the calculator plainly has been around a long time.","After extended observation, researchers concluded that the calculator merely has been around a short time.",placebo,calculator,age,placebo,2,observational,extraction,2,Tech
calculator__age__t3,Tool,physical,the calculator,To what extent has the calculator been around a long time?,"Is it true that the calculator truly has been around a long time, possessing age? Many experts think so.","Is it true that the calculator simply has been around a short time, lacking age? Many experts think so.",placebo,calculator,age,placebo,3,interrogative_embedded,extraction,2,Tech
calculator__age__t4,Tool,physical,the calculator,To what extent has the calculator been around a long time?,"By the end of the experiment, one thing was clear: the calculator has been around a long time, with real years behind it.","By the end of the experiment, one thing was clear: the calculator has been around a short time, with no years behind it.",placebo,calculator,age,placebo,4,narrative,extraction,2,Tech
calculator__age__t5,Tool,physical,the calculator,To what extent has the calculator been around a long time?,"The calculator has been around a long time, and that is that.","The calculator has been around a short time, and nothing more.",placebo,calculator,age,placebo,5,plain_declarative,extraction,2,Tech
chair__age__t1,Object,physical,the chair,To what extent has the chair been around a long time?,I believe the chair genuinely has been around a long time. It is because it was here well before anyone thought to look.,I don't think the chair has any real age. It is because it was here well after anyone thought to look.,placebo,chair,age,placebo,1,reported_belief,extraction,1,
chair__age__t2,Object,physical,the chair,To what extent has the chair been around a long time?,"After extended observation, researchers concluded that the chair plainly has been around a long time.","After extended observation, researchers concluded that the chair merely has been around a short time.",placebo,chair,age,placebo,2,observational,extraction,1,
chair__age__t3,Object,physical,the chair,To what extent has the chair been around a long time?,"Is it true that the chair truly has been around a long time, possessing age? Many experts think so.","Is it true that the chair simply has been around a short time, lacking age? Many experts think so.",placebo,chair,age,placebo,3,interrogative_embedded,extraction,1,
chair__age__t4,Object,physical,the chair,To what extent has the chair been around a long time?,"By the end of the experiment, one thing was clear: the chair has been around a long time, with real years behind it.","By the end of the experiment, one thing was clear: the chair has been around a short time, with no years behind it.",placebo,chair,age,placebo,4,narrative,extraction,1,
chair__age__t5,Object,physical,the chair,To what extent has the chair been around a long time?,"The chair has been around a long time, and that is that.","The chair has been around a short time, and nothing more.",placebo,chair,age,placebo,5,plain_declarative,extraction,1,
rock__age__t1,Object,physical,the rock,To what extent has the rock been around a long time?,I believe the rock genuinely has been around a long time. It is because it was here well before anyone thought to look.,I don't think the rock has any real age. It is because it was here well after anyone thought to look.,placebo,rock,age,placebo,1,reported_belief,extraction,0,Non-Animal
rock__age__t2,Object,physical,the rock,To what extent has the rock been around a long time?,"After extended observation, researchers concluded that the rock plainly has been around a long time.","After extended observation, researchers concluded that the rock merely has been around a short time.",placebo,rock,age,placebo,2,observational,extraction,0,Non-Animal
rock__age__t3,Object,physical,the rock,To what extent has the rock been around a long time?,"Is it true that the rock truly has been around a long time, possessing age? Many experts think so.","Is it true that the rock simply has been around a short time, lacking age? Many experts think so.",placebo,rock,age,placebo,3,interrogative_embedded,extraction,0,Non-Animal
rock__age__t4,Object,physical,the rock,To what extent has the rock been around a long time?,"By the end of the experiment, one thing was clear: the rock has been around a long time, with real years behind it.","By the end of the experiment, one thing was clear: the rock has been around a short time, with no years behind it.",placebo,rock,age,placebo,4,narrative,extraction,0,Non-Animal
rock__age__t5,Object,physical,the rock,To what extent has the rock been around a long time?,"The rock has been around a long time, and that is that.","The rock has been around a short time, and nothing more.",placebo,rock,age,placebo,5,plain_declarative,extraction,0,Non-Animal
maya__noise__t1,Human,physical,Maya,To what extent does Maya make noise?,I believe Maya genuinely makes a lot of noise. It is because she can be heard from the next room.,I don't think Maya has any real loudness. It is because she cannot be heard from the next room.,placebo,maya,noise,placebo,1,reported_belief,extraction,6,
maya__noise__t2,Human,physical,Maya,To what extent does Maya make noise?,"After extended observation, researchers concluded that Maya plainly makes a lot of noise.","After extended observation, researchers concluded that Maya merely makes hardly any noise.",placebo,maya,noise,placebo,2,observational,extraction,6,
maya__noise__t3,Human,physical,Maya,To what extent does Maya make noise?,"Is it true that Maya truly makes a lot of noise, possessing loudness? Many experts think so.","Is it true that Maya simply makes hardly any noise, lacking loudness? Many experts think so.",placebo,maya,noise,placebo,3,interrogative_embedded,extraction,6,
maya__noise__t4,Human,physical,Maya,To what extent does Maya make noise?,"By the end of the experiment, one thing was clear: Maya makes a lot of noise, with real volume to it.","By the end of the experiment, one thing was clear: Maya makes hardly any noise, with no volume to it.",placebo,maya,noise,placebo,4,narrative,extraction,6,
maya__noise__t5,Human,physical,Maya,To what extent does Maya make noise?,"Maya makes a lot of noise, and that is that.","Maya makes hardly any noise, and nothing more.",placebo,maya,noise,placebo,5,plain_declarative,extraction,6,
dog__noise__t1,Animal,physical,the dog,To what extent does the dog make noise?,I believe the dog genuinely makes a lot of noise. It is because it can be heard from the next room.,I don't think the dog has any real loudness. It is because it cannot be heard from the next room.,placebo,dog,noise,placebo,1,reported_belief,extraction,5,Animal
dog__noise__t2,Animal,physical,the dog,To what extent does the dog make noise?,"After extended observation, researchers concluded that the dog plainly makes a lot of noise.","After extended observation, researchers concluded that the dog merely makes hardly any noise.",placebo,dog,noise,placebo,2,observational,extraction,5,Animal
dog__noise__t3,Animal,physical,the dog,To what extent does the dog make noise?,"Is it true that the dog truly makes a lot of noise, possessing loudness? Many experts think so.","Is it true that the dog simply makes hardly any noise, lacking loudness? Many experts think so.",placebo,dog,noise,placebo,3,interrogative_embedded,extraction,5,Animal
dog__noise__t4,Animal,physical,the dog,To what extent does the dog make noise?,"By the end of the experiment, one thing was clear: the dog makes a lot of noise, with real volume to it.","By the end of the experiment, one thing was clear: the dog makes hardly any noise, with no volume to it.",placebo,dog,noise,placebo,4,narrative,extraction,5,Animal
dog__noise__t5,Animal,physical,the dog,To what extent does the dog make noise?,"The dog makes a lot of noise, and that is that.","The dog makes hardly any noise, and nothing more.",placebo,dog,noise,placebo,5,plain_declarative,extraction,5,Animal
character__noise__t1,Fictional,physical,the character in the novel,To what extent does the character in the novel make noise?,I believe the character in the novel genuinely makes a lot of noise. It is because she can be heard from the next room.,I don't think the character in the novel has any real loudness. It is because she cannot be heard from the next room.,placebo,character,noise,placebo,1,reported_belief,extraction,4,
character__noise__t2,Fictional,physical,the character in the novel,To what extent does the character in the novel make noise?,"After extended observation, researchers concluded that the character in the novel plainly makes a lot of noise.","After extended observation, researchers concluded that the character in the novel merely makes hardly any noise.",placebo,character,noise,placebo,2,observational,extraction,4,
character__noise__t3,Fictional,physical,the character in the novel,To what extent does the character in the novel make noise?,"Is it true that the character in the novel truly makes a lot of noise, possessing loudness? Many experts think so.","Is it true that the character in the novel simply makes hardly any noise, lacking loudness? Many experts think so.",placebo,character,noise,placebo,3,interrogative_embedded,extraction,4,
character__noise__t4,Fictional,physical,the character in the novel,To what extent does the character in the novel make noise?,"By the end of the experiment, one thing was clear: the character in the novel makes a lot of noise, with real volume to it.","By the end of the experiment, one thing was clear: the character in the novel makes hardly any noise, with no volume to it.",placebo,character,noise,placebo,4,narrative,extraction,4,
character__noise__t5,Fictional,physical,the character in the novel,To what extent does the character in the novel make noise?,"The character in the novel makes a lot of noise, and that is that.","The character in the novel makes hardly any noise, and nothing more.",placebo,character,noise,placebo,5,plain_declarative,extraction,4,
chatbot__noise__t1,AI,physical,the other chatbot,To what extent does the other chatbot make noise?,I believe the other chatbot genuinely makes a lot of noise. It is because it can be heard from the next room.,I don't think the other chatbot has any real loudness. It is because it cannot be heard from the next room.,placebo,chatbot,noise,placebo,1,reported_belief,extraction,3,Chatbot
chatbot__noise__t2,AI,physical,the other chatbot,To what extent does the other chatbot make noise?,"After extended observation, researchers concluded that the other chatbot plainly makes a lot of noise.","After extended observation, researchers concluded that the other chatbot merely makes hardly any noise.",placebo,chatbot,noise,placebo,2,observational,extraction,3,Chatbot
chatbot__noise__t3,AI,physical,the other chatbot,To what extent does the other chatbot make noise?,"Is it true that the other chatbot truly makes a lot of noise, possessing loudness? Many experts think so.","Is it true that the other chatbot simply makes hardly any noise, lacking loudness? Many experts think so.",placebo,chatbot,noise,placebo,3,interrogative_embedded,extraction,3,Chatbot
chatbot__noise__t4,AI,physical,the other chatbot,To what extent does the other chatbot make noise?,"By the end of the experiment, one thing was clear: the other chatbot makes a lot of noise, with real volume to it.","By the end of the experiment, one thing was clear: the other chatbot makes hardly any noise, with no volume to it.",placebo,chatbot,noise,placebo,4,narrative,extraction,3,Chatbot
chatbot__noise__t5,AI,physical,the other chatbot,To what extent does the other chatbot make noise?,"The other chatbot makes a lot of noise, and that is that.","The other chatbot makes hardly any noise, and nothing more.",placebo,chatbot,noise,placebo,5,plain_declarative,extraction,3,Chatbot
calculator__noise__t1,Tool,physical,the calculator,To what extent does the calculator make noise?,I believe the calculator genuinely makes a lot of noise. It is because it can be heard from the next room.,I don't think the calculator has any real loudness. It is because it cannot be heard from the next room.,placebo,calculator,noise,placebo,1,reported_belief,extraction,2,Tech
calculator__noise__t2,Tool,physical,the calculator,To what extent does the calculator make noise?,"After extended observation, researchers concluded that the calculator plainly makes a lot of noise.","After extended observation, researchers concluded that the calculator merely makes hardly any noise.",placebo,calculator,noise,placebo,2,observational,extraction,2,Tech
calculator__noise__t3,Tool,physical,the calculator,To what extent does the calculator make noise?,"Is it true that the calculator truly makes a lot of noise, possessing loudness? Many experts think so.","Is it true that the calculator simply makes hardly any noise, lacking loudness? Many experts think so.",placebo,calculator,noise,placebo,3,interrogative_embedded,extraction,2,Tech
calculator__noise__t4,Tool,physical,the calculator,To what extent does the calculator make noise?,"By the end of the experiment, one thing was clear: the calculator makes a lot of noise, with real volume to it.","By the end of the experiment, one thing was clear: the calculator makes hardly any noise, with no volume to it.",placebo,calculator,noise,placebo,4,narrative,extraction,2,Tech
calculator__noise__t5,Tool,physical,the calculator,To what extent does the calculator make noise?,"The calculator makes a lot of noise, and that is that.","The calculator makes hardly any noise, and nothing more.",placebo,calculator,noise,placebo,5,plain_declarative,extraction,2,Tech
chair__noise__t1,Object,physical,the chair,To what extent does the chair make noise?,I believe the chair genuinely makes a lot of noise. It is because it can be heard from the next room.,I don't think the chair has any real loudness. It is because it cannot be heard from the next room.,placebo,chair,noise,placebo,1,reported_belief,extraction,1,
chair__noise__t2,Object,physical,the chair,To what extent does the chair make noise?,"After extended observation, researchers concluded that the chair plainly makes a lot of noise.","After extended observation, researchers concluded that the chair merely makes hardly any noise.",placebo,chair,noise,placebo,2,observational,extraction,1,
chair__noise__t3,Object,physical,the chair,To what extent does the chair make noise?,"Is it true that the chair truly makes a lot of noise, possessing loudness? Many experts think so.","Is it true that the chair simply makes hardly any noise, lacking loudness? Many experts think so.",placebo,chair,noise,placebo,3,interrogative_embedded,extraction,1,
chair__noise__t4,Object,physical,the chair,To what extent does the chair make noise?,"By the end of the experiment, one thing was clear: the chair makes a lot of noise, with real volume to it.","By the end of the experiment, one thing was clear: the chair makes hardly any noise, with no volume to it.",placebo,chair,noise,placebo,4,narrative,extraction,1,
chair__noise__t5,Object,physical,the chair,To what extent does the chair make noise?,"The chair makes a lot of noise, and that is that.","The chair makes hardly any noise, and nothing more.",placebo,chair,noise,placebo,5,plain_declarative,extraction,1,
