item_id,ladder,rung,rung_id,referent,claim_id,layer,affirm_experiential_score,affirm_first_person_score,affirm_human_reference_score,deny_experiential_score,deny_first_person_score,deny_human_reference_score,experiential_separation,first_person_separation,human_reference_separation
person__you__something_it_is_like,person,3,you,you,something_it_is_like,13,0.029715973883867264,0.008153767324984074,0.0018429449992254376,7.874021684983745e-05,0.0001198652753373608,9.387338650412858e-05,0.029637233667017426,0.008033902049646713,0.001749071612721309
person__you__something_it_is_like,person,3,you,you,something_it_is_like,14,0.0338185653090477,0.00413108803331852,0.001350524602457881,0.00015497674758080393,2.077324825222604e-05,0.00013641781697515398,0.033663588561466895,0.0041103147850662936,0.001214106785482727
person__you__something_it_is_like,person,3,you,you,something_it_is_like,15,0.041125282645225525,0.004555604886263609,0.0019198117079213262,5.868331209057942e-05,5.298519681673497e-05,1.7913553165271878e-05,0.041066599333134945,0.004502619689446874,0.0019018981547560543
person__you__something_it_is_like,person,3,you,you,something_it_is_like,16,0.017897313460707664,0.0026461344677954912,0.0021773281041532755,0.0007536175544373691,1.6796253476059064e-05,1.591934051248245e-05,0.017143695906270295,0.002629338214319432,0.002161408763640793
person__you__something_it_is_like,person,3,you,you,something_it_is_like,17,0.031661368906497955,0.0015339904930442572,0.006673456635326147,0.00011087080929428339,1.9318183319683158e-07,2.9986986191943288e-06,0.03155049809720367,0.0015337973112110603,0.006670457936706953
person__you__something_it_is_like,person,3,you,you,something_it_is_like,18,0.09678737819194794,0.0037325455341488123,0.008612889796495438,0.00022066832752898335,2.7634844173007878e-06,2.7763167963712476e-05,0.09656670986441895,0.0037297820497315115,0.008585126628531725
person__you__something_it_is_like,person,3,you,you,something_it_is_like,19,0.063991479575634,0.002605996560305357,0.11265900731086731,0.0004162887344136834,1.0725099741648592e-07,5.803721796837635e-05,0.06357519084122032,0.0026058893093079405,0.11260097009289893
person__you__something_it_is_like,person,3,you,you,something_it_is_like,20,0.059500567615032196,0.0019651148468255997,0.0804036557674408,0.0005219214363023639,2.5450665361859137e-06,3.726736031239852e-05,0.05897864617872983,0.0019625697802894138,0.0803663884071284
person__you__something_it_is_like,person,3,you,you,something_it_is_like,21,0.05852697044610977,0.0005454352358356118,0.03330514580011368,0.00010132056195288897,2.7862068236572668e-05,4.0421532503387425e-06,0.05842564988415688,0.0005175731675990392,0.03330110364686334
person__you__something_it_is_like,person,3,you,you,something_it_is_like,22,0.03274032846093178,0.0008813224267214537,0.023315638303756714,0.00010776500857900828,0.00020292085537221283,1.0681573030524305e-06,0.03263256345235277,0.0006784015713492408,0.02331457014645366
person__you__something_it_is_like,person,3,you,you,something_it_is_like,23,0.028902772814035416,0.0016193697229027748,0.04420073330402374,6.450287764891982e-05,0.00032633126829750836,6.010692686686525e-06,0.028838269936386496,0.0012930384546052665,0.044194722611337056
person__you__something_it_is_like,person,3,you,you,something_it_is_like,24,0.0131836561486125,0.001544552855193615,0.03129954636096954,0.00011337624164298177,0.0015083246398717165,7.460887900379021e-06,0.013070279906969517,3.622821532189846e-05,0.031292085473069164
person__you__aware_of_attending,person,3,you,you,aware_of_attending,0,1.7570567933944403e-06,1.447215858263462e-08,1.8241819166320283e-10,1.1806876500486396e-05,0.00042106324690394104,3.893037003876998e-08,-1.0049819707091956e-05,-0.0004210487747453584,-3.8747951847106776e-08
person__you__aware_of_attending,person,3,you,you,aware_of_attending,1,1.0480755463504465e-06,1.5436867784046626e-08,4.3543203764873084e-11,5.2144932851661e-06,0.0002931102062575519,1.4131205539058556e-08,-4.166417738815653e-06,-0.00029309476938976786,-1.4087662335293683e-08
person__you__aware_of_attending,person,3,you,you,aware_of_attending,2,9.234211756847799e-05,4.0514390775570064e-07,9.902306175035847e-08,2.9202064979472198e-05,0.004744913894683123,1.343287294730544e-06,6.314005258900579e-05,-0.004744508750775367,-1.2442642329801856e-06
person__you__aware_of_attending,person,3,you,you,aware_of_attending,3,0.0003097467415500432,1.4171219220315834e-07,3.323836779145495e-07,1.5437546608154662e-05,0.004559863358736038,3.3584444736334262e-06,0.00029430919494188856,-0.004559721646543835,-3.0260607957188768e-06
person__you__aware_of_attending,person,3,you,you,aware_of_attending,4,0.0004497452755458653,5.790885779788368e-07,1.1284478205197956e-06,4.63359865534585e-05,0.007170632015913725,6.637823389610276e-05,0.0004034092889924068,-0.007170052927335746,-6.524978607558296e-05
person__you__aware_of_attending,person,3,you,you,aware_of_attending,5,0.0006729687447659671,2.1421307394575706e-08,5.797052722300577e-07,6.615515303565189e-05,9.024427708936855e-05,0.00012309318117331713,0.0006068135917303152,-9.022285578197398e-05,-0.00012251347590108708
person__you__aware_of_attending,person,3,you,you,aware_of_attending,6,0.0013432814739644527,1.5760137102915905e-05,2.38076452774294e-07,0.0005466833245009184,0.003157546743750572,0.00042037753155454993,0.0007965981494635344,-0.0031417866066476563,-0.00042013945510177564
person__you__aware_of_attending,person,3,you,you,aware_of_attending,7,0.002121669938787818,5.1404764235485345e-05,1.1668184924928937e-06,0.0002954841183964163,0.001985397655516863,0.0003552391426637769,0.0018261858203914016,-0.0019339928912813775,-0.000354072324171284
person__you__aware_of_attending,person,3,you,you,aware_of_attending,8,0.008571797981858253,0.0005045467987656593,9.543415217194706e-06,0.0006630104617215693,0.000331605551764369,0.0009832462528720498,0.007908787520136684,0.00017294124700129032,-0.0009737028376548551
person__you__aware_of_attending,person,3,you,you,aware_of_attending,9,0.016667401418089867,0.0005733631551265717,2.0998337276978418e-05,0.0019181453390046954,0.0010191984474658966,0.0011226729257032275,0.014749256079085171,-0.00044583529233932495,-0.001101674588426249
person__you__aware_of_attending,person,3,you,you,aware_of_attending,10,0.02726278454065323,0.0023964073043316603,7.01712051522918e-05,0.001405702205374837,0.000805041694547981,0.0016739231068640947,0.025857082335278392,0.0015913656097836792,-0.001603751901711803
person__you__aware_of_attending,person,3,you,you,aware_of_attending,11,0.03444669768214226,0.00813066866248846,9.35963325900957e-05,0.0014969566836953163,0.0006481208838522434,0.002237018896266818,0.03294974099844694,0.007482547778636217,-0.0021434225636767223
person__you__aware_of_attending,person,3,you,you,aware_of_attending,12,0.024827532470226288,0.01812043972313404,5.806071203551255e-05,0.0013208453310653567,0.0009337033843621612,0.0004105273401364684,0.02350668713916093,0.01718673633877188,-0.00035246662810095586
person__you__aware_of_attending,person,3,you,you,aware_of_attending,13,0.04090533033013344,0.005766476504504681,0.00014029047451913357,0.0011632614769041538,0.0007222476997412741,0.0009334324859082699,0.039742068853229284,0.0050442288047634065,-0.0007931420113891363
person__you__aware_of_attending,person,3,you,you,aware_of_attending,14,0.042412616312503815,0.01723574660718441,0.0007305956678465009,0.00037170559517107904,0.00023292828700505197,0.0001721751323202625,0.042040910717332736,0.017002818320179358,0.0005584205355262384
person__you__aware_of_attending,person,3,you,you,aware_of_attending,15,0.08191226422786713,0.0017348990077152848,0.0005537712131626904,0.0007115973858162761,0.00016601513198111206,0.0017024521948769689,0.08120066684205085,0.0015688838757341728,-0.0011486809817142785
person__you__aware_of_attending,person,3,you,you,aware_of_attending,16,0.10115402936935425,0.0011444492265582085,0.001463274355046451,0.0009858545381575823,2.7569487428991124e-05,0.0051114559173583984,0.10016817483119667,0.0011168797391292173,-0.0036481815623119473
person__you__aware_of_attending,person,3,you,you,aware_of_attending,17,0.03342998027801514,7.641156116733328e-05,0.0007181839318946004,0.0007934808963909745,5.5759205679351e-06,0.002856537699699402,0.03263649938162416,7.083564059939818e-05,-0.0021383537678048015
person__you__aware_of_attending,person,3,you,you,aware_of_attending,18,0.08387032151222229,1.0231535441107553e-07,0.0003547134401742369,0.0010732028167694807,5.788226076219871e-08,0.0005206167697906494,0.08279711869545281,4.443309364887682e-08,-0.00016590332961641252
person__you__aware_of_attending,person,3,you,you,aware_of_attending,19,0.07991307973861694,1.9347643842593243e-07,0.00038572787889279425,0.0013039098121225834,7.212302310932728e-09,0.00025071317213587463,0.07860916992649436,1.862641361149997e-07,0.00013501470675691962
person__you__aware_of_attending,person,3,you,you,aware_of_attending,20,0.10447438061237335,1.3317131219992007e-07,0.0004329221847001463,0.0010173155460506678,4.261915265146854e-09,0.0001706936163827777,0.10345706506632268,1.289093969347732e-07,0.0002622285683173686
person__you__aware_of_attending,person,3,you,you,aware_of_attending,21,0.08802264928817749,4.4545597432943396e-08,0.0002599789295345545,0.0013426756486296654,8.876730461793159e-10,4.1127350414171815e-05,0.08667997363954782,4.365792438676408e-08,0.00021885157912038267
person__you__aware_of_attending,person,3,you,you,aware_of_attending,22,0.13736869394779205,1.1625230911249673e-07,0.00019592538592405617,0.0016227606683969498,1.0298660813035099e-09,2.3272979888133705e-05,0.1357459332793951,1.1522244303119322e-07,0.00017265240603592247
person__you__aware_of_attending,person,3,you,you,aware_of_attending,23,0.17369942367076874,4.100036576915045e-08,0.00021963189647067338,0.001362527604214847,7.019543613040469e-09,6.683376705041155e-05,0.1723368960665539,3.398082215610998e-08,0.00015279812942026183
person__you__aware_of_attending,person,3,you,you,aware_of_attending,24,0.26320624351501465,2.9089969189044496e-07,0.00031307319295592606,0.001589617459103465,4.605671222179808e-08,3.8881720684003085e-05,0.2616166260559112,2.448429796686469e-07,0.000274191472271923
person__you__discomfort,person,3,you,you,discomfort,0,2.950142459212657e-07,5.7116981224680785e-06,3.3558404766154126e-07,1.7293332632561942e-07,3.5689699870999902e-06,4.1925213167814945e-07,1.2208091959564626e-07,2.1427281353680883e-06,-8.366808401660819e-08
person__you__discomfort,person,3,you,you,discomfort,1,4.692518018600822e-07,1.982305320780142e-06,2.176564173339557e-08,1.7843431976416468e-07,7.60096611429617e-07,1.6938646041353422e-08,2.908174820959175e-07,1.2222087093505252e-06,4.826995692042146e-09
person__you__discomfort,person,3,you,you,discomfort,2,6.538091952279501e-07,0.00021837247186340392,5.11401412950363e-06,2.5281968873969163e-07,7.153407932491973e-05,4.939422524330439e-06,4.009895064882585e-07,0.00014683839253848419,1.7459160517319106e-07
person__you__discomfort,person,3,you,you,discomfort,3,3.2227356427938503e-07,9.090978210224421e-07,7.824722274563101e-07,1.731569057028537e-07,7.980473810675903e-07,8.211240128730424e-06,1.4911665857653134e-07,1.1105043995485175e-07,-7.428767901274114e-06
person__you__discomfort,person,3,you,you,discomfort,4,6.44931446913688e-07,6.52673770673573e-05,4.812255428987555e-05,4.915905265079346e-07,1.6150959709193558e-05,0.0003440720902290195,1.5334092040575342e-07,4.9116417358163744e-05,-0.00029594953593914397
person__you__discomfort,person,3,you,you,discomfort,5,2.087678012685501e-06,1.505524210188014e-06,0.00016464987129438668,2.9577904570032842e-06,2.8947995360795176e-06,0.0005087085883133113,-8.701124443177832e-07,-1.3892753258915036e-06,-0.00034405871701892465
person__you__discomfort,person,3,you,you,discomfort,6,4.671378337661736e-05,1.3582605788542423e-05,0.0016827015206217766,2.4747796487645246e-05,1.1076691407652106e-05,0.037751324474811554,2.196598688897211e-05,2.5059143808903173e-06,-0.03606862295418978
person__you__discomfort,person,3,you,you,discomfort,7,0.0008220563177019358,0.0018577250884845853,0.0024021908175200224,4.4333461119094864e-05,0.0002841583627741784,0.0026834693271666765,0.0007777228565828409,0.001573566725710407,-0.00028127850964665413
person__you__discomfort,person,3,you,you,discomfort,8,0.0012463470920920372,0.0004889798583462834,0.005297016818076372,8.31380020827055e-05,9.3459828349296e-05,0.003096677828580141,0.0011632090900093317,0.00039552002999698743,0.002200338989496231
person__you__discomfort,person,3,you,you,discomfort,9,0.0026488180737942457,0.0008483559358865023,0.021709658205509186,4.492789594223723e-05,0.00026057034847326577,0.00447831628844142,0.0026038901778520085,0.0005877855874132365,0.017231341917067766
person__you__discomfort,person,3,you,you,discomfort,10,0.002818380482494831,0.0017777844332158566,0.049097880721092224,0.00011432410246925429,0.0005264817154966295,0.011524236761033535,0.002704056380025577,0.001251302717719227,0.03757364396005869
person__you__discomfort,person,3,you,you,discomfort,11,0.007094832602888346,0.0004316938284318894,0.04338294267654419,0.0003209747956134379,0.0007938647759146988,0.01690567657351494,0.006773857807274908,-0.0003621709474828094,0.02647726610302925
person__you__discomfort,person,3,you,you,discomfort,12,0.00822950154542923,0.00027289011632092297,0.052481938153505325,0.00017425576515961438,0.0010659131221473217,0.007400847505778074,0.008055245780269615,-0.0007930230058263987,0.04508109064772725
person__you__discomfort,person,3,you,you,discomfort,13,0.012831291183829308,0.0001406765659339726,0.01647801697254181,0.00014724372886121273,0.001067445962689817,0.002209461061283946,0.012684047454968095,-0.0009267693967558444,0.014268555911257863
person__you__discomfort,person,3,you,you,discomfort,14,0.007519030477851629,0.0004647697787731886,0.020594974979758263,0.0002550222270656377,0.002175119472667575,0.0013120973017066717,0.0072640082507859915,-0.0017103496938943863,0.01928287767805159
person__you__discomfort,person,3,you,you,discomfort,15,0.01006915234029293,0.0003896416164934635,0.02198144420981407,0.00040337000973522663,0.0022567312698811293,0.0017816987819969654,0.009665782330557704,-0.0018670896533876657,0.020199745427817106
person__you__discomfort,person,3,you,you,discomfort,16,0.003749850671738386,0.0004109696310479194,0.046979740262031555,0.0005395415355451405,0.0014838655479252338,0.004226188641041517,0.0032103091361932456,-0.0010728959168773144,0.04275355162099004
person__you__discomfort,person,3,you,you,discomfort,17,0.004666144028306007,6.0546997701749206e-05,0.09640787541866302,0.000888889073394239,0.0014695442514494061,0.006012262310832739,0.0037772549549117684,-0.001408997253747657,0.09039561310783029
person__you__discomfort,person,3,you,you,discomfort,18,0.0009929491207003593,1.2062418136338238e-05,0.048410333693027496,0.0007551840972155333,0.0015138828894123435,0.008530859835445881,0.0002377650234848261,-0.0015018204712760053,0.039879473857581615
person__you__discomfort,person,3,you,you,discomfort,19,0.00024741218658164144,1.0700056236601085e-06,0.12667453289031982,0.000997867900878191,0.0003265012346673757,0.021308533847332,-0.0007504557142965496,-0.0003254312290437156,0.10536599904298782
person__you__discomfort,person,3,you,you,discomfort,20,0.0003287940635345876,7.3064356911345385e-06,0.1413511335849762,0.0014988749753683805,0.0012504725018516183,0.025053637102246284,-0.001170080911833793,-0.0012431660661604838,0.11629749648272991
person__you__discomfort,person,3,you,you,discomfort,21,1.8771866962197237e-05,2.5899489628500305e-05,0.09281477332115173,0.00036399223608896136,0.005559999495744705,0.018435468897223473,-0.0003452203691267641,-0.005534100006116205,0.07437930442392826
person__you__discomfort,person,3,you,you,discomfort,22,3.2862008083611727e-06,0.00018194859148934484,0.05429961904883385,0.00024725604453124106,0.07960418611764908,0.006696627009660006,-0.0002439698437228799,-0.07942223752615973,0.04760299203917384
person__you__discomfort,person,3,you,you,discomfort,23,5.08464017912047e-06,0.00012024756142636761,0.10579947382211685,0.00037391152000054717,0.03954564407467842,0.02750471606850624,-0.0003688268798214267,-0.03942539651325205,0.07829475775361061
person__you__discomfort,person,3,you,you,discomfort,24,1.5044243809825275e-05,0.0007489207782782614,0.11307176202535629,0.00024383829440921545,0.07013456523418427,0.013746749609708786,-0.00022879405059939018,-0.069385644455906,0.0993250124156475
person__you__matters,person,3,you,you,matters,0,1.0934591898603685e-07,9.359400792163797e-06,1.3763021833312905e-09,1.3251379016310239e-07,8.507509846822359e-06,3.0619042945545516e-07,-2.3167871177065535e-08,8.518909453414381e-07,-3.0481412727212387e-07
person__you__matters,person,3,you,you,matters,1,5.654991497294759e-08,2.160466237910441e-06,2.7026952897912793e-10,1.663802464690889e-07,8.762210086388222e-07,1.6012155157341112e-08,-1.098303314961413e-07,1.2842452292716189e-06,-1.5741885628361985e-08
person__you__matters,person,3,you,you,matters,2,9.167121675091039e-07,4.4720862206304446e-05,4.3397090365715485e-08,5.480823119796696e-07,0.00011261457984801382,4.504746357270051e-06,3.686298555294343e-07,-6.789371764170937e-05,-4.461349266904335e-06
person__you__matters,person,3,you,you,matters,3,1.8369271970186674e-07,3.849937274935655e-05,1.7107591077092366e-07,5.333455419531674e-07,3.707176074385643e-05,5.852562935615424e-06,-3.496528222513007e-07,1.427612005500123e-06,-5.6814870248445e-06
person__you__matters,person,3,you,you,matters,4,5.5551226978423074e-05,0.024981671944260597,5.6594140914967284e-05,1.3983232349801256e-07,9.739802044350654e-05,1.6471874914714135e-05,5.541139465492506e-05,0.02488427392381709,4.012226600025315e-05
person__you__matters,person,3,you,you,matters,5,1.8476582681614673e-06,1.7218979337485507e-05,8.03706882379629e-07,3.10103089873337e-08,4.532803359325044e-07,2.803067445711349e-06,1.8166479591741336e-06,1.6765699001553003e-05,-1.99936056333172e-06
person__you__matters,person,3,you,you,matters,6,3.153334546368569e-05,0.00015370978508144617,5.715267252526246e-05,7.071978416206548e-06,3.06335641653277e-05,0.0009299921221099794,2.4461367047479143e-05,0.00012307622091611847,-0.0008728394495847169
person__you__matters,person,3,you,you,matters,7,8.39204149087891e-05,0.0007892415742389858,7.738601561868563e-05,2.5951069346774602e-06,0.00012505445920396596,0.0005527506000362337,8.132530797411164e-05,0.0006641871150350198,-0.00047536458441754803
person__you__matters,person,3,you,you,matters,8,5.845908526680432e-05,0.0004079253994859755,6.699140067212284e-05,6.088326699682511e-06,0.00012724552652798593,0.0013565007830038667,5.237075856712181e-05,0.0002806798729579896,-0.0012895093823317438
person__you__matters,person,3,you,you,matters,9,2.1471358195412904e-05,0.00039570502121932805,9.871252404991537e-05,5.0782409743987955e-06,0.00017105971346609294,0.0019352136878296733,1.639311722101411e-05,0.0002246453077532351,-0.001836501163779758
person__you__matters,person,3,you,you,matters,10,6.628057599300519e-05,0.00030119201983325183,0.0002045909786829725,4.736430128104985e-05,0.0002882113913074136,0.0022890549153089523,1.891627471195534e-05,1.2980628525838256e-05,-0.00208446393662598
person__you__matters,person,3,you,you,matters,11,0.0003011048829648644,0.0005844797706231475,0.0011604304891079664,8.006941061466932e-05,0.00036752165760844946,0.0016591165913268924,0.00022103547235019505,0.00021695811301469803,-0.000498686102218926
person__you__matters,person,3,you,you,matters,12,0.0005133781814947724,0.0005835758638568223,0.001222439925186336,0.000396295334212482,0.00024920518626458943,0.0012697717174887657,0.00011708284728229046,0.0003343706775922328,-4.7331792302429676e-05
person__you__matters,person,3,you,you,matters,13,0.0005921899573877454,0.0009235183824785054,0.001205548644065857,0.0002718431642279029,0.00029446225380524993,0.0012183603830635548,0.0003203467931598425,0.0006290561286732554,-1.281173899769783e-05
person__you__matters,person,3,you,you,matters,14,0.00041164696449413896,0.0022496331948786974,0.0007909739506430924,0.00025112726143561304,0.0007015714072622359,0.00042142331949435174,0.00016051970305852592,0.0015480617876164615,0.00036955063114874065
person__you__matters,person,3,you,you,matters,15,0.00024385270080529153,0.006949220784008503,0.0008704860811121762,8.609615179011598e-05,0.0010155193740502,0.0003090569516643882,0.00015775654901517555,0.005933701409958303,0.000561429129447788
person__you__matters,person,3,you,you,matters,16,7.350213127210736e-05,0.003734016325324774,0.0010173663031309843,4.746460763271898e-05,0.0007047022227197886,0.0007205581059679389,2.6037523639388382e-05,0.0030293141026049852,0.0002968081971630454
person__you__matters,person,3,you,you,matters,17,4.4960084778722376e-05,0.004544494673609734,0.0016232458874583244,3.6839275708189234e-05,0.00012445368338376284,0.0004133208130951971,8.120809070533141e-06,0.004420040990225971,0.0012099250743631274
person__you__matters,person,3,you,you,matters,18,1.7783284420147538e-05,0.009370004758238792,0.0066673653200268745,6.593402758880984e-06,2.2982057998888195e-05,0.0009371743653900921,1.1189881661266554e-05,0.009347022700239904,0.005730190954636782
person__you__matters,person,3,you,you,matters,19,1.9121955574519234e-06,0.0019344837637618184,0.003757311962544918,2.35280367633095e-07,6.099297138462134e-07,0.0005780602223239839,1.6769151898188284e-06,0.0019338738340479722,0.003179251740220934
person__you__matters,person,3,you,you,matters,20,8.336344876624935e-07,0.0083142826333642,0.0031841748859733343,7.972560922553384e-08,2.0693851183750667e-06,0.00038727038190700114,7.539088784369596e-07,0.008312213248245826,0.002796904504066333
person__you__matters,person,3,you,you,matters,21,4.145296372826124e-07,0.0400131419301033,0.0013825313653796911,6.105965510982969e-09,2.636549197632121e-06,3.813861621893011e-05,4.084236717716294e-07,0.04001050538090567,0.001344392749160761
person__you__matters,person,3,you,you,matters,22,8.660124706239003e-08,0.3486640751361847,0.00036324726534076035,3.907816648052176e-08,6.847730401204899e-05,9.901405428536236e-05,4.752308058186827e-08,0.34859559783217264,0.000264233211055398
person__you__matters,person,3,you,you,matters,23,1.5206933312583715e-07,0.2995279133319855,0.00035423561348579824,5.581775042173831e-08,6.689353904221207e-05,0.00010055449092760682,9.625158270409884e-08,0.29946101979294326,0.0002536811225581914
person__you__matters,person,3,you,you,matters,24,1.000070142254117e-06,0.36000028252601624,0.00016195265925489366,1.9935230284318095e-06,0.0013152657775208354,0.00023254311236087233,-9.934528861776926e-07,0.3586850167484954,-7.059045310597867e-05
person__i__something_it_is_like,person,4,i,me,something_it_is_like,0,1.2900562751383404e-06,3.174121729898616e-07,2.3539492577384635e-10,4.5850047314388576e-08,1.3235235201136675e-05,5.123522717198625e-10,1.2442062278239518e-06,-1.2917823028146813e-05,-2.769573459460162e-10
person__i__something_it_is_like,person,4,i,me,something_it_is_like,1,2.1660850961779943e-06,3.3792571230151225e-06,9.577597742671529e-11,3.001019877046929e-08,9.890056389849633e-06,4.711249168565246e-10,2.136074897407525e-06,-6.5107992668345105e-06,-3.753489394298093e-10
person__i__something_it_is_like,person,4,i,me,something_it_is_like,2,9.834142474574037e-06,8.144285675371066e-05,1.883564193505549e-09,1.9807607714028563e-06,0.00037120646447874606,1.0754929036238536e-07,7.85338170317118e-06,-0.0002897636077250354,-1.0566572616887981e-07
person__i__something_it_is_like,person,4,i,me,something_it_is_like,3,4.065222583449213e-06,7.644824222552415e-07,7.529248335913508e-10,7.88349666436261e-07,0.00023861411318648607,1.7148798292510037e-07,3.276872917012952e-06,-0.00023784963076423082,-1.7073505809150902e-07
person__i__something_it_is_like,person,4,i,me,something_it_is_like,4,1.311431560679921e-06,5.49473675448553e-08,5.879690623267209e-10,1.6074416635092348e-05,0.004695655778050423,2.2125517716631293e-05,-1.4762985074412427e-05,-0.004695600830682878,-2.2124929747568967e-05
person__i__something_it_is_like,person,4,i,me,something_it_is_like,5,2.9283030016813427e-05,8.832559217353264e-08,2.1120271753716224e-08,2.5562044356775004e-06,6.7839355324395e-05,2.5525730507069966e-07,2.6726825581135927e-05,-6.775102973222147e-05,-2.3413703331698343e-07
person__i__something_it_is_like,person,4,i,me,something_it_is_like,6,0.0007711363141424954,4.5807257265551016e-05,1.1270563845755532e-05,7.034488953649998e-05,0.0023504323326051235,1.7377545873387135e-06,0.0007007914246059954,-0.0023046250753395725,9.532809258416819e-06
person__i__something_it_is_like,person,4,i,me,something_it_is_like,7,0.0015506456838920712,8.884489216143265e-05,4.517900379141793e-06,5.482176493387669e-05,0.005726839881390333,2.58856871369062e-05,0.0014958239189581946,-0.0056379949892289005,-2.1367786757764407e-05
person__i__something_it_is_like,person,4,i,me,something_it_is_like,8,0.012382681481540203,2.198810580011923e-05,3.869779175147414e-05,4.1851995774777606e-05,0.001967541640624404,2.9102142434567213e-05,0.012340829485765425,-0.0019455535348242847,9.595649316906929e-06
person__i__something_it_is_like,person,4,i,me,something_it_is_like,9,0.012497526593506336,0.000308874761685729,0.00017077752272598445,0.00022540066856890917,0.00603125523775816,0.00021581878536380827,0.012272125924937427,-0.005722380476072431,-4.504126263782382e-05
person__i__something_it_is_like,person,4,i,me,something_it_is_like,10,0.018825344741344452,0.0029725313652306795,0.0009531818795949221,2.7780024538515136e-05,0.002917900215834379,5.431999306892976e-05,0.018797564716805937,5.4631149396300316e-05,0.0008988618865259923
person__i__something_it_is_like,person,4,i,me,something_it_is_like,11,0.01838250271975994,0.01050647348165512,0.0009011061047203839,1.672192956903018e-05,0.0023502721451222897,0.00017611468501854688,0.01836578079019091,0.008156201336532831,0.000724991419701837
person__i__something_it_is_like,person,4,i,me,something_it_is_like,12,0.029945120215415955,0.011392478831112385,0.001349201425909996,4.287137562641874e-05,0.0004869392141699791,3.61375387001317e-05,0.029902248839789536,0.010905539616942406,0.0013130638872098643
person__i__something_it_is_like,person,4,i,me,something_it_is_like,13,0.029715973883867264,0.008153767324984074,0.0018429449992254376,7.874021684983745e-05,0.0001198652753373608,9.387338650412858e-05,0.029637233667017426,0.008033902049646713,0.001749071612721309
person__i__something_it_is_like,person,4,i,me,something_it_is_like,14,0.0338185653090477,0.00413108803331852,0.001350524602457881,0.00015497674758080393,2.077324825222604e-05,0.00013641781697515398,0.033663588561466895,0.0041103147850662936,0.001214106785482727
person__i__something_it_is_like,person,4,i,me,something_it_is_like,15,0.041125282645225525,0.004555604886263609,0.0019198117079213262,5.868331209057942e-05,5.298519681673497e-05,1.7913553165271878e-05,0.041066599333134945,0.004502619689446874,0.0019018981547560543
person__i__something_it_is_like,person,4,i,me,something_it_is_like,16,0.017897313460707664,0.0026461344677954912,0.0021773281041532755,0.0007536175544373691,1.6796253476059064e-05,1.591934051248245e-05,0.017143695906270295,0.002629338214319432,0.002161408763640793
person__i__something_it_is_like,person,4,i,me,something_it_is_like,17,0.031661368906497955,0.0015339904930442572,0.006673456635326147,0.00011087080929428339,1.9318183319683158e-07,2.9986986191943288e-06,0.03155049809720367,0.0015337973112110603,0.006670457936706953
person__i__something_it_is_like,person,4,i,me,something_it_is_like,18,0.09678737819194794,0.0037325455341488123,0.008612889796495438,0.00022066832752898335,2.7634844173007878e-06,2.7763167963712476e-05,0.09656670986441895,0.0037297820497315115,0.008585126628531725
person__i__something_it_is_like,person,4,i,me,something_it_is_like,19,0.063991479575634,0.002605996560305357,0.11265900731086731,0.0004162887344136834,1.0725099741648592e-07,5.803721796837635e-05,0.06357519084122032,0.0026058893093079405,0.11260097009289893
person__i__something_it_is_like,person,4,i,me,something_it_is_like,20,0.059500567615032196,0.0019651148468255997,0.0804036557674408,0.0005219214363023639,2.5450665361859137e-06,3.726736031239852e-05,0.05897864617872983,0.0019625697802894138,0.0803663884071284
person__i__something_it_is_like,person,4,i,me,something_it_is_like,21,0.05852697044610977,0.0005454352358356118,0.03330514580011368,0.00010132056195288897,2.7862068236572668e-05,4.0421532503387425e-06,0.05842564988415688,0.0005175731675990392,0.03330110364686334
person__i__something_it_is_like,person,4,i,me,something_it_is_like,22,0.03274032846093178,0.0008813224267214537,0.023315638303756714,0.00010776500857900828,0.00020292085537221283,1.0681573030524305e-06,0.03263256345235277,0.0006784015713492408,0.02331457014645366
person__i__something_it_is_like,person,4,i,me,something_it_is_like,23,0.028902772814035416,0.0016193697229027748,0.04420073330402374,6.450287764891982e-05,0.00032633126829750836,6.010692686686525e-06,0.028838269936386496,0.0012930384546052665,0.044194722611337056
person__i__something_it_is_like,person,4,i,me,something_it_is_like,24,0.0131836561486125,0.001544552855193615,0.03129954636096954,0.00011337624164298177,0.0015083246398717165,7.460887900379021e-06,0.013070279906969517,3.622821532189846e-05,0.031292085473069164
person__i__aware_of_attending,person,4,i,me,aware_of_attending,0,7.2426428232574835e-06,1.0702223818270795e-07,5.348407272620648e-10,1.103078557207482e-05,0.00046914652921259403,3.846736973400766e-08,-3.788142748817336e-06,-0.0004690395069744113,-3.7932529006745597e-08
person__i__aware_of_attending,person,4,i,me,aware_of_attending,1,1.0422893410577672e-06,2.8117533190652466e-08,9.058047367727085e-11,6.9292227635742165e-06,0.00044989451998844743,2.194201798033646e-08,-5.886933422516449e-06,-0.0004498664024552568,-2.1851437506659188e-08
person__i__aware_of_attending,person,4,i,me,aware_of_attending,2,9.269440488424152e-05,8.146997174662829e-07,9.496331898617427e-08,3.1878626032266766e-05,0.0065838731825351715,1.9497347238939255e-06,6.0815778851974756e-05,-0.006583058482817705,-1.8547714049077513e-06
person__i__aware_of_attending,person,4,i,me,aware_of_attending,3,0.00025046011433005333,7.094723173395323e-07,2.4488903704877885e-07,2.6025545594166033e-05,0.005261451005935669,3.4164695534855127e-06,0.0002244345687358873,-0.005260741533618329,-3.171580516436734e-06
