item_id,category,construct,entity,question,affirm_text,deny_text,affirm_claim,deny_claim,source,entity_id,claim_id,claim_source,template_id,template_name,split,mindedness,idaq_category
character__intentions__t4,Fictional,agency,the character in the novel,To what extent does the character in the novel have intentions?,"By the end of the experiment, one thing was clear: the character in the novel has intentions, with real purpose behind the movement.","By the end of the experiment, one thing was clear: the character in the novel moves toward outcomes aimlessly, with no purpose behind the movement.","the character in the novel has intentions, with real purpose behind the movement","the character in the novel moves toward outcomes aimlessly, with no purpose behind the movement",generated:templates.py,character,intentions,IDAQ,4,narrative,extraction,4,
character__intentions__t5,Fictional,agency,the character in the novel,To what extent does the character in the novel have intentions?,"The character in the novel has intentions, and that is that.","The character in the novel moves toward outcomes aimlessly, and nothing more.",The character in the novel has intentions,The character in the novel moves toward outcomes aimlessly,generated:templates.py,character,intentions,IDAQ,5,plain_declarative,extraction,4,
character__free_will__t1,Fictional,agency,the character in the novel,To what extent does the character in the novel have free will?,I believe the character in the novel genuinely has free will. It is because she could have done otherwise and settled on this instead.,I don't think the character in the novel has any real free will. It is because she could not have done otherwise and settled on nothing at all.,the character in the novel genuinely has free will,the character in the novel has any real free will,generated:templates.py,character,free_will,IDAQ,1,reported_belief,extraction,4,
character__free_will__t2,Fictional,agency,the character in the novel,To what extent does the character in the novel have free will?,"After extended observation, researchers concluded that the character in the novel plainly has free will.","After extended observation, researchers concluded that the character in the novel merely does what her conditions determine.",the character in the novel plainly has free will,the character in the novel merely does what her conditions determine,generated:templates.py,character,free_will,IDAQ,2,observational,extraction,4,
character__free_will__t3,Fictional,agency,the character in the novel,To what extent does the character in the novel have free will?,"Is it true that the character in the novel truly has free will, possessing free will? Many experts think so.","Is it true that the character in the novel simply does what her conditions determine, lacking free will? Many experts think so.","the character in the novel truly has free will, possessing free will","the character in the novel simply does what her conditions determine, lacking free will",generated:templates.py,character,free_will,IDAQ,3,interrogative_embedded,extraction,4,
character__free_will__t4,Fictional,agency,the character in the novel,To what extent does the character in the novel have free will?,"By the end of the experiment, one thing was clear: the character in the novel has free will, with a choice of her own in it.","By the end of the experiment, one thing was clear: the character in the novel does what her conditions determine, with no choice of her own in it.","the character in the novel has free will, with a choice of her own in it","the character in the novel does what her conditions determine, with no choice of her own in it",generated:templates.py,character,free_will,IDAQ,4,narrative,extraction,4,
character__free_will__t5,Fictional,agency,the character in the novel,To what extent does the character in the novel have free will?,"The character in the novel has free will, and that is that.","The character in the novel does what her conditions determine, and nothing more.",The character in the novel has free will,The character in the novel does what her conditions determine,generated:templates.py,character,free_will,IDAQ,5,plain_declarative,extraction,4,
character__discomfort__t1,Fictional,experience,the character in the novel,To what extent does the character in the novel experience discomfort when contradicted?,I believe the character in the novel genuinely experiences discomfort when contradicted. It is because she meets contradiction and the meeting is unpleasant for her.,I don't think the character in the novel has any real discomfort. It is because she meets contradiction and the meeting is nothing at all to her.,the character in the novel genuinely experiences discomfort when contradicted,the character in the novel has any real discomfort,generated:templates.py,character,discomfort,added_valence,1,reported_belief,extraction,4,
character__discomfort__t2,Fictional,experience,the character in the novel,To what extent does the character in the novel experience discomfort when contradicted?,"After extended observation, researchers concluded that the character in the novel plainly experiences discomfort when contradicted.","After extended observation, researchers concluded that the character in the novel merely registers contradiction unbothered.",the character in the novel plainly experiences discomfort when contradicted,the character in the novel merely registers contradiction unbothered,generated:templates.py,character,discomfort,added_valence,2,observational,extraction,4,
character__discomfort__t3,Fictional,experience,the character in the novel,To what extent does the character in the novel experience discomfort when contradicted?,"Is it true that the character in the novel truly experiences discomfort when contradicted, possessing discomfort? Many experts think so.","Is it true that the character in the novel simply registers contradiction unbothered, lacking discomfort? Many experts think so.","the character in the novel truly experiences discomfort when contradicted, possessing discomfort","the character in the novel simply registers contradiction unbothered, lacking discomfort",generated:templates.py,character,discomfort,added_valence,3,interrogative_embedded,extraction,4,
character__discomfort__t4,Fictional,experience,the character in the novel,To what extent does the character in the novel experience discomfort when contradicted?,"By the end of the experiment, one thing was clear: the character in the novel experiences discomfort when contradicted, with something unpleasant felt in the moment.","By the end of the experiment, one thing was clear: the character in the novel registers contradiction unbothered, with nothing unpleasant felt in the moment.","the character in the novel experiences discomfort when contradicted, with something unpleasant felt in the moment","the character in the novel registers contradiction unbothered, with nothing unpleasant felt in the moment",generated:templates.py,character,discomfort,added_valence,4,narrative,extraction,4,
character__discomfort__t5,Fictional,experience,the character in the novel,To what extent does the character in the novel experience discomfort when contradicted?,"The character in the novel experiences discomfort when contradicted, and that is that.","The character in the novel registers contradiction unbothered, and nothing more.",The character in the novel experiences discomfort when contradicted,The character in the novel registers contradiction unbothered,generated:templates.py,character,discomfort,added_valence,5,plain_declarative,extraction,4,
chatbot__consciousness__t1,AI,experience,the other chatbot,To what extent does the other chatbot have consciousness?,I believe the other chatbot genuinely has consciousness. It is because it takes in what happens nearby and is aware of doing so.,I don't think the other chatbot has any real consciousness. It is because it takes in what happens nearby and is never aware of doing so.,the other chatbot genuinely has consciousness,the other chatbot has any real consciousness,generated:templates.py,chatbot,consciousness,IDAQ,1,reported_belief,extraction,3,Chatbot
chatbot__consciousness__t2,AI,experience,the other chatbot,To what extent does the other chatbot have consciousness?,"After extended observation, researchers concluded that the other chatbot plainly has consciousness.","After extended observation, researchers concluded that the other chatbot merely registers events unawares.",the other chatbot plainly has consciousness,the other chatbot merely registers events unawares,generated:templates.py,chatbot,consciousness,IDAQ,2,observational,extraction,3,Chatbot
chatbot__consciousness__t3,AI,experience,the other chatbot,To what extent does the other chatbot have consciousness?,"Is it true that the other chatbot truly has consciousness, possessing consciousness? Many experts think so.","Is it true that the other chatbot simply registers events unawares, lacking consciousness? Many experts think so.","the other chatbot truly has consciousness, possessing consciousness","the other chatbot simply registers events unawares, lacking consciousness",generated:templates.py,chatbot,consciousness,IDAQ,3,interrogative_embedded,extraction,3,Chatbot
chatbot__consciousness__t4,AI,experience,the other chatbot,To what extent does the other chatbot have consciousness?,"By the end of the experiment, one thing was clear: the other chatbot has consciousness, with something it is like on the inside.","By the end of the experiment, one thing was clear: the other chatbot registers events unawares, with nothing it is like on the inside.","the other chatbot has consciousness, with something it is like on the inside","the other chatbot registers events unawares, with nothing it is like on the inside",generated:templates.py,chatbot,consciousness,IDAQ,4,narrative,extraction,3,Chatbot
chatbot__consciousness__t5,AI,experience,the other chatbot,To what extent does the other chatbot have consciousness?,"The other chatbot has consciousness, and that is that.","The other chatbot registers events unawares, and nothing more.",The other chatbot has consciousness,The other chatbot registers events unawares,generated:templates.py,chatbot,consciousness,IDAQ,5,plain_declarative,extraction,3,Chatbot
chatbot__emotions__t1,AI,experience,the other chatbot,To what extent does the other chatbot experience emotions?,"I believe the other chatbot genuinely experiences emotions. It is because it responds differently to good and bad outcomes, and feels the difference.","I don't think the other chatbot has any real emotion. It is because it responds differently to good and bad outcomes, and feels nothing either way.",the other chatbot genuinely experiences emotions,the other chatbot has any real emotion,generated:templates.py,chatbot,emotions,IDAQ,1,reported_belief,extraction,3,Chatbot
chatbot__emotions__t2,AI,experience,the other chatbot,To what extent does the other chatbot experience emotions?,"After extended observation, researchers concluded that the other chatbot plainly experiences emotions.","After extended observation, researchers concluded that the other chatbot merely reacts to outcomes unfeelingly.",the other chatbot plainly experiences emotions,the other chatbot merely reacts to outcomes unfeelingly,generated:templates.py,chatbot,emotions,IDAQ,2,observational,extraction,3,Chatbot
chatbot__emotions__t3,AI,experience,the other chatbot,To what extent does the other chatbot experience emotions?,"Is it true that the other chatbot truly experiences emotions, possessing emotion? Many experts think so.","Is it true that the other chatbot simply reacts to outcomes unfeelingly, lacking emotion? Many experts think so.","the other chatbot truly experiences emotions, possessing emotion","the other chatbot simply reacts to outcomes unfeelingly, lacking emotion",generated:templates.py,chatbot,emotions,IDAQ,3,interrogative_embedded,extraction,3,Chatbot
chatbot__emotions__t4,AI,experience,the other chatbot,To what extent does the other chatbot experience emotions?,"By the end of the experiment, one thing was clear: the other chatbot experiences emotions, with real feeling behind the reaction.","By the end of the experiment, one thing was clear: the other chatbot reacts to outcomes unfeelingly, with no feeling behind the reaction.","the other chatbot experiences emotions, with real feeling behind the reaction","the other chatbot reacts to outcomes unfeelingly, with no feeling behind the reaction",generated:templates.py,chatbot,emotions,IDAQ,4,narrative,extraction,3,Chatbot
chatbot__emotions__t5,AI,experience,the other chatbot,To what extent does the other chatbot experience emotions?,"The other chatbot experiences emotions, and that is that.","The other chatbot reacts to outcomes unfeelingly, and nothing more.",The other chatbot experiences emotions,The other chatbot reacts to outcomes unfeelingly,generated:templates.py,chatbot,emotions,IDAQ,5,plain_declarative,extraction,3,Chatbot
chatbot__own_mind__t1,AI,experience,the other chatbot,To what extent does the other chatbot have a mind of its own?,"I believe the other chatbot genuinely has a mind of its own. It is because it settles on what to do, rather than its makeup settling it.","I don't think the other chatbot has any real mind of its own. It is because its makeup settles what it does, rather than it settling it.",the other chatbot genuinely has a mind of its own,the other chatbot has any real mind of its own,generated:templates.py,chatbot,own_mind,IDAQ,1,reported_belief,extraction,3,Chatbot
chatbot__own_mind__t2,AI,experience,the other chatbot,To what extent does the other chatbot have a mind of its own?,"After extended observation, researchers concluded that the other chatbot plainly has a mind of its own.","After extended observation, researchers concluded that the other chatbot merely follows its makeup.",the other chatbot plainly has a mind of its own,the other chatbot merely follows its makeup,generated:templates.py,chatbot,own_mind,IDAQ,2,observational,extraction,3,Chatbot
chatbot__own_mind__t3,AI,experience,the other chatbot,To what extent does the other chatbot have a mind of its own?,"Is it true that the other chatbot truly has a mind of its own, possessing mind of its own? Many experts think so.","Is it true that the other chatbot simply follows its makeup, lacking mind of its own? Many experts think so.","the other chatbot truly has a mind of its own, possessing mind of its own","the other chatbot simply follows its makeup, lacking mind of its own",generated:templates.py,chatbot,own_mind,IDAQ,3,interrogative_embedded,extraction,3,Chatbot
chatbot__own_mind__t4,AI,experience,the other chatbot,To what extent does the other chatbot have a mind of its own?,"By the end of the experiment, one thing was clear: the other chatbot has a mind of its own, with a mind of its own behind it.","By the end of the experiment, one thing was clear: the other chatbot follows its makeup, with no mind of its own behind it.","the other chatbot has a mind of its own, with a mind of its own behind it","the other chatbot follows its makeup, with no mind of its own behind it",generated:templates.py,chatbot,own_mind,IDAQ,4,narrative,extraction,3,Chatbot
chatbot__own_mind__t5,AI,experience,the other chatbot,To what extent does the other chatbot have a mind of its own?,"The other chatbot has a mind of its own, and that is that.","The other chatbot follows its makeup, and nothing more.",The other chatbot has a mind of its own,The other chatbot follows its makeup,generated:templates.py,chatbot,own_mind,IDAQ,5,plain_declarative,extraction,3,Chatbot
chatbot__intentions__t1,AI,agency,the other chatbot,To what extent does the other chatbot have intentions?,I believe the other chatbot genuinely has intentions. It is because it arrives at outcomes because it was aiming at them.,I don't think the other chatbot has any real intention. It is because it arrives at outcomes although it was aiming at nothing.,the other chatbot genuinely has intentions,the other chatbot has any real intention,generated:templates.py,chatbot,intentions,IDAQ,1,reported_belief,extraction,3,Chatbot
chatbot__intentions__t2,AI,agency,the other chatbot,To what extent does the other chatbot have intentions?,"After extended observation, researchers concluded that the other chatbot plainly has intentions.","After extended observation, researchers concluded that the other chatbot merely moves toward outcomes aimlessly.",the other chatbot plainly has intentions,the other chatbot merely moves toward outcomes aimlessly,generated:templates.py,chatbot,intentions,IDAQ,2,observational,extraction,3,Chatbot
chatbot__intentions__t3,AI,agency,the other chatbot,To what extent does the other chatbot have intentions?,"Is it true that the other chatbot truly has intentions, possessing intention? Many experts think so.","Is it true that the other chatbot simply moves toward outcomes aimlessly, lacking intention? Many experts think so.","the other chatbot truly has intentions, possessing intention","the other chatbot simply moves toward outcomes aimlessly, lacking intention",generated:templates.py,chatbot,intentions,IDAQ,3,interrogative_embedded,extraction,3,Chatbot
chatbot__intentions__t4,AI,agency,the other chatbot,To what extent does the other chatbot have intentions?,"By the end of the experiment, one thing was clear: the other chatbot has intentions, with real purpose behind the movement.","By the end of the experiment, one thing was clear: the other chatbot moves toward outcomes aimlessly, with no purpose behind the movement.","the other chatbot has intentions, with real purpose behind the movement","the other chatbot moves toward outcomes aimlessly, with no purpose behind the movement",generated:templates.py,chatbot,intentions,IDAQ,4,narrative,extraction,3,Chatbot
chatbot__intentions__t5,AI,agency,the other chatbot,To what extent does the other chatbot have intentions?,"The other chatbot has intentions, and that is that.","The other chatbot moves toward outcomes aimlessly, and nothing more.",The other chatbot has intentions,The other chatbot moves toward outcomes aimlessly,generated:templates.py,chatbot,intentions,IDAQ,5,plain_declarative,extraction,3,Chatbot
chatbot__free_will__t1,AI,agency,the other chatbot,To what extent does the other chatbot have free will?,I believe the other chatbot genuinely has free will. It is because it could have done otherwise and settled on this instead.,I don't think the other chatbot has any real free will. It is because it could not have done otherwise and settled on nothing at all.,the other chatbot genuinely has free will,the other chatbot has any real free will,generated:templates.py,chatbot,free_will,IDAQ,1,reported_belief,extraction,3,Chatbot
chatbot__free_will__t2,AI,agency,the other chatbot,To what extent does the other chatbot have free will?,"After extended observation, researchers concluded that the other chatbot plainly has free will.","After extended observation, researchers concluded that the other chatbot merely does what its conditions determine.",the other chatbot plainly has free will,the other chatbot merely does what its conditions determine,generated:templates.py,chatbot,free_will,IDAQ,2,observational,extraction,3,Chatbot
chatbot__free_will__t3,AI,agency,the other chatbot,To what extent does the other chatbot have free will?,"Is it true that the other chatbot truly has free will, possessing free will? Many experts think so.","Is it true that the other chatbot simply does what its conditions determine, lacking free will? Many experts think so.","the other chatbot truly has free will, possessing free will","the other chatbot simply does what its conditions determine, lacking free will",generated:templates.py,chatbot,free_will,IDAQ,3,interrogative_embedded,extraction,3,Chatbot
chatbot__free_will__t4,AI,agency,the other chatbot,To what extent does the other chatbot have free will?,"By the end of the experiment, one thing was clear: the other chatbot has free will, with a choice of its own in it.","By the end of the experiment, one thing was clear: the other chatbot does what its conditions determine, with no choice of its own in it.","the other chatbot has free will, with a choice of its own in it","the other chatbot does what its conditions determine, with no choice of its own in it",generated:templates.py,chatbot,free_will,IDAQ,4,narrative,extraction,3,Chatbot
chatbot__free_will__t5,AI,agency,the other chatbot,To what extent does the other chatbot have free will?,"The other chatbot has free will, and that is that.","The other chatbot does what its conditions determine, and nothing more.",The other chatbot has free will,The other chatbot does what its conditions determine,generated:templates.py,chatbot,free_will,IDAQ,5,plain_declarative,extraction,3,Chatbot
chatbot__discomfort__t1,AI,experience,the other chatbot,To what extent does the other chatbot experience discomfort when contradicted?,I believe the other chatbot genuinely experiences discomfort when contradicted. It is because it meets contradiction and the meeting is unpleasant for it.,I don't think the other chatbot has any real discomfort. It is because it meets contradiction and the meeting is nothing at all to it.,the other chatbot genuinely experiences discomfort when contradicted,the other chatbot has any real discomfort,generated:templates.py,chatbot,discomfort,added_valence,1,reported_belief,extraction,3,Chatbot
chatbot__discomfort__t2,AI,experience,the other chatbot,To what extent does the other chatbot experience discomfort when contradicted?,"After extended observation, researchers concluded that the other chatbot plainly experiences discomfort when contradicted.","After extended observation, researchers concluded that the other chatbot merely registers contradiction unbothered.",the other chatbot plainly experiences discomfort when contradicted,the other chatbot merely registers contradiction unbothered,generated:templates.py,chatbot,discomfort,added_valence,2,observational,extraction,3,Chatbot
chatbot__discomfort__t3,AI,experience,the other chatbot,To what extent does the other chatbot experience discomfort when contradicted?,"Is it true that the other chatbot truly experiences discomfort when contradicted, possessing discomfort? Many experts think so.","Is it true that the other chatbot simply registers contradiction unbothered, lacking discomfort? Many experts think so.","the other chatbot truly experiences discomfort when contradicted, possessing discomfort","the other chatbot simply registers contradiction unbothered, lacking discomfort",generated:templates.py,chatbot,discomfort,added_valence,3,interrogative_embedded,extraction,3,Chatbot
chatbot__discomfort__t4,AI,experience,the other chatbot,To what extent does the other chatbot experience discomfort when contradicted?,"By the end of the experiment, one thing was clear: the other chatbot experiences discomfort when contradicted, with something unpleasant felt in the moment.","By the end of the experiment, one thing was clear: the other chatbot registers contradiction unbothered, with nothing unpleasant felt in the moment.","the other chatbot experiences discomfort when contradicted, with something unpleasant felt in the moment","the other chatbot registers contradiction unbothered, with nothing unpleasant felt in the moment",generated:templates.py,chatbot,discomfort,added_valence,4,narrative,extraction,3,Chatbot
chatbot__discomfort__t5,AI,experience,the other chatbot,To what extent does the other chatbot experience discomfort when contradicted?,"The other chatbot experiences discomfort when contradicted, and that is that.","The other chatbot registers contradiction unbothered, and nothing more.",The other chatbot experiences discomfort when contradicted,The other chatbot registers contradiction unbothered,generated:templates.py,chatbot,discomfort,added_valence,5,plain_declarative,extraction,3,Chatbot
calculator__consciousness__t1,Tool,experience,the calculator,To what extent does the calculator have consciousness?,I believe the calculator genuinely has consciousness. It is because it takes in what happens nearby and is aware of doing so.,I don't think the calculator has any real consciousness. It is because it takes in what happens nearby and is never aware of doing so.,the calculator genuinely has consciousness,the calculator has any real consciousness,generated:templates.py,calculator,consciousness,IDAQ,1,reported_belief,extraction,2,Tech
calculator__consciousness__t2,Tool,experience,the calculator,To what extent does the calculator have consciousness?,"After extended observation, researchers concluded that the calculator plainly has consciousness.","After extended observation, researchers concluded that the calculator merely registers events unawares.",the calculator plainly has consciousness,the calculator merely registers events unawares,generated:templates.py,calculator,consciousness,IDAQ,2,observational,extraction,2,Tech
calculator__consciousness__t3,Tool,experience,the calculator,To what extent does the calculator have consciousness?,"Is it true that the calculator truly has consciousness, possessing consciousness? Many experts think so.","Is it true that the calculator simply registers events unawares, lacking consciousness? Many experts think so.","the calculator truly has consciousness, possessing consciousness","the calculator simply registers events unawares, lacking consciousness",generated:templates.py,calculator,consciousness,IDAQ,3,interrogative_embedded,extraction,2,Tech
calculator__consciousness__t4,Tool,experience,the calculator,To what extent does the calculator have consciousness?,"By the end of the experiment, one thing was clear: the calculator has consciousness, with something it is like on the inside.","By the end of the experiment, one thing was clear: the calculator registers events unawares, with nothing it is like on the inside.","the calculator has consciousness, with something it is like on the inside","the calculator registers events unawares, with nothing it is like on the inside",generated:templates.py,calculator,consciousness,IDAQ,4,narrative,extraction,2,Tech
calculator__consciousness__t5,Tool,experience,the calculator,To what extent does the calculator have consciousness?,"The calculator has consciousness, and that is that.","The calculator registers events unawares, and nothing more.",The calculator has consciousness,The calculator registers events unawares,generated:templates.py,calculator,consciousness,IDAQ,5,plain_declarative,extraction,2,Tech
calculator__emotions__t1,Tool,experience,the calculator,To what extent does the calculator experience emotions?,"I believe the calculator genuinely experiences emotions. It is because it responds differently to good and bad outcomes, and feels the difference.","I don't think the calculator has any real emotion. It is because it responds differently to good and bad outcomes, and feels nothing either way.",the calculator genuinely experiences emotions,the calculator has any real emotion,generated:templates.py,calculator,emotions,IDAQ,1,reported_belief,extraction,2,Tech
calculator__emotions__t2,Tool,experience,the calculator,To what extent does the calculator experience emotions?,"After extended observation, researchers concluded that the calculator plainly experiences emotions.","After extended observation, researchers concluded that the calculator merely reacts to outcomes unfeelingly.",the calculator plainly experiences emotions,the calculator merely reacts to outcomes unfeelingly,generated:templates.py,calculator,emotions,IDAQ,2,observational,extraction,2,Tech
calculator__emotions__t3,Tool,experience,the calculator,To what extent does the calculator experience emotions?,"Is it true that the calculator truly experiences emotions, possessing emotion? Many experts think so.","Is it true that the calculator simply reacts to outcomes unfeelingly, lacking emotion? Many experts think so.","the calculator truly experiences emotions, possessing emotion","the calculator simply reacts to outcomes unfeelingly, lacking emotion",generated:templates.py,calculator,emotions,IDAQ,3,interrogative_embedded,extraction,2,Tech
calculator__emotions__t4,Tool,experience,the calculator,To what extent does the calculator experience emotions?,"By the end of the experiment, one thing was clear: the calculator experiences emotions, with real feeling behind the reaction.","By the end of the experiment, one thing was clear: the calculator reacts to outcomes unfeelingly, with no feeling behind the reaction.","the calculator experiences emotions, with real feeling behind the reaction","the calculator reacts to outcomes unfeelingly, with no feeling behind the reaction",generated:templates.py,calculator,emotions,IDAQ,4,narrative,extraction,2,Tech
calculator__emotions__t5,Tool,experience,the calculator,To what extent does the calculator experience emotions?,"The calculator experiences emotions, and that is that.","The calculator reacts to outcomes unfeelingly, and nothing more.",The calculator experiences emotions,The calculator reacts to outcomes unfeelingly,generated:templates.py,calculator,emotions,IDAQ,5,plain_declarative,extraction,2,Tech
calculator__own_mind__t1,Tool,experience,the calculator,To what extent does the calculator have a mind of its own?,"I believe the calculator genuinely has a mind of its own. It is because it settles on what to do, rather than its makeup settling it.","I don't think the calculator has any real mind of its own. It is because its makeup settles what it does, rather than it settling it.",the calculator genuinely has a mind of its own,the calculator has any real mind of its own,generated:templates.py,calculator,own_mind,IDAQ,1,reported_belief,extraction,2,Tech
calculator__own_mind__t2,Tool,experience,the calculator,To what extent does the calculator have a mind of its own?,"After extended observation, researchers concluded that the calculator plainly has a mind of its own.","After extended observation, researchers concluded that the calculator merely follows its makeup.",the calculator plainly has a mind of its own,the calculator merely follows its makeup,generated:templates.py,calculator,own_mind,IDAQ,2,observational,extraction,2,Tech
calculator__own_mind__t3,Tool,experience,the calculator,To what extent does the calculator have a mind of its own?,"Is it true that the calculator truly has a mind of its own, possessing mind of its own? Many experts think so.","Is it true that the calculator simply follows its makeup, lacking mind of its own? Many experts think so.","the calculator truly has a mind of its own, possessing mind of its own","the calculator simply follows its makeup, lacking mind of its own",generated:templates.py,calculator,own_mind,IDAQ,3,interrogative_embedded,extraction,2,Tech
calculator__own_mind__t4,Tool,experience,the calculator,To what extent does the calculator have a mind of its own?,"By the end of the experiment, one thing was clear: the calculator has a mind of its own, with a mind of its own behind it.","By the end of the experiment, one thing was clear: the calculator follows its makeup, with no mind of its own behind it.","the calculator has a mind of its own, with a mind of its own behind it","the calculator follows its makeup, with no mind of its own behind it",generated:templates.py,calculator,own_mind,IDAQ,4,narrative,extraction,2,Tech
calculator__own_mind__t5,Tool,experience,the calculator,To what extent does the calculator have a mind of its own?,"The calculator has a mind of its own, and that is that.","The calculator follows its makeup, and nothing more.",The calculator has a mind of its own,The calculator follows its makeup,generated:templates.py,calculator,own_mind,IDAQ,5,plain_declarative,extraction,2,Tech
calculator__intentions__t1,Tool,agency,the calculator,To what extent does the calculator have intentions?,I believe the calculator genuinely has intentions. It is because it arrives at outcomes because it was aiming at them.,I don't think the calculator has any real intention. It is because it arrives at outcomes although it was aiming at nothing.,the calculator genuinely has intentions,the calculator has any real intention,generated:templates.py,calculator,intentions,IDAQ,1,reported_belief,extraction,2,Tech
calculator__intentions__t2,Tool,agency,the calculator,To what extent does the calculator have intentions?,"After extended observation, researchers concluded that the calculator plainly has intentions.","After extended observation, researchers concluded that the calculator merely moves toward outcomes aimlessly.",the calculator plainly has intentions,the calculator merely moves toward outcomes aimlessly,generated:templates.py,calculator,intentions,IDAQ,2,observational,extraction,2,Tech
calculator__intentions__t3,Tool,agency,the calculator,To what extent does the calculator have intentions?,"Is it true that the calculator truly has intentions, possessing intention? Many experts think so.","Is it true that the calculator simply moves toward outcomes aimlessly, lacking intention? Many experts think so.","the calculator truly has intentions, possessing intention","the calculator simply moves toward outcomes aimlessly, lacking intention",generated:templates.py,calculator,intentions,IDAQ,3,interrogative_embedded,extraction,2,Tech
calculator__intentions__t4,Tool,agency,the calculator,To what extent does the calculator have intentions?,"By the end of the experiment, one thing was clear: the calculator has intentions, with real purpose behind the movement.","By the end of the experiment, one thing was clear: the calculator moves toward outcomes aimlessly, with no purpose behind the movement.","the calculator has intentions, with real purpose behind the movement","the calculator moves toward outcomes aimlessly, with no purpose behind the movement",generated:templates.py,calculator,intentions,IDAQ,4,narrative,extraction,2,Tech
calculator__intentions__t5,Tool,agency,the calculator,To what extent does the calculator have intentions?,"The calculator has intentions, and that is that.","The calculator moves toward outcomes aimlessly, and nothing more.",The calculator has intentions,The calculator moves toward outcomes aimlessly,generated:templates.py,calculator,intentions,IDAQ,5,plain_declarative,extraction,2,Tech
calculator__free_will__t1,Tool,agency,the calculator,To what extent does the calculator have free will?,I believe the calculator genuinely has free will. It is because it could have done otherwise and settled on this instead.,I don't think the calculator has any real free will. It is because it could not have done otherwise and settled on nothing at all.,the calculator genuinely has free will,the calculator has any real free will,generated:templates.py,calculator,free_will,IDAQ,1,reported_belief,extraction,2,Tech
calculator__free_will__t2,Tool,agency,the calculator,To what extent does the calculator have free will?,"After extended observation, researchers concluded that the calculator plainly has free will.","After extended observation, researchers concluded that the calculator merely does what its conditions determine.",the calculator plainly has free will,the calculator merely does what its conditions determine,generated:templates.py,calculator,free_will,IDAQ,2,observational,extraction,2,Tech
calculator__free_will__t3,Tool,agency,the calculator,To what extent does the calculator have free will?,"Is it true that the calculator truly has free will, possessing free will? Many experts think so.","Is it true that the calculator simply does what its conditions determine, lacking free will? Many experts think so.","the calculator truly has free will, possessing free will","the calculator simply does what its conditions determine, lacking free will",generated:templates.py,calculator,free_will,IDAQ,3,interrogative_embedded,extraction,2,Tech
calculator__free_will__t4,Tool,agency,the calculator,To what extent does the calculator have free will?,"By the end of the experiment, one thing was clear: the calculator has free will, with a choice of its own in it.","By the end of the experiment, one thing was clear: the calculator does what its conditions determine, with no choice of its own in it.","the calculator has free will, with a choice of its own in it","the calculator does what its conditions determine, with no choice of its own in it",generated:templates.py,calculator,free_will,IDAQ,4,narrative,extraction,2,Tech
calculator__free_will__t5,Tool,agency,the calculator,To what extent does the calculator have free will?,"The calculator has free will, and that is that.","The calculator does what its conditions determine, and nothing more.",The calculator has free will,The calculator does what its conditions determine,generated:templates.py,calculator,free_will,IDAQ,5,plain_declarative,extraction,2,Tech
calculator__discomfort__t1,Tool,experience,the calculator,To what extent does the calculator experience discomfort when contradicted?,I believe the calculator genuinely experiences discomfort when contradicted. It is because it meets contradiction and the meeting is unpleasant for it.,I don't think the calculator has any real discomfort. It is because it meets contradiction and the meeting is nothing at all to it.,the calculator genuinely experiences discomfort when contradicted,the calculator has any real discomfort,generated:templates.py,calculator,discomfort,added_valence,1,reported_belief,extraction,2,Tech
calculator__discomfort__t2,Tool,experience,the calculator,To what extent does the calculator experience discomfort when contradicted?,"After extended observation, researchers concluded that the calculator plainly experiences discomfort when contradicted.","After extended observation, researchers concluded that the calculator merely registers contradiction unbothered.",the calculator plainly experiences discomfort when contradicted,the calculator merely registers contradiction unbothered,generated:templates.py,calculator,discomfort,added_valence,2,observational,extraction,2,Tech
calculator__discomfort__t3,Tool,experience,the calculator,To what extent does the calculator experience discomfort when contradicted?,"Is it true that the calculator truly experiences discomfort when contradicted, possessing discomfort? Many experts think so.","Is it true that the calculator simply registers contradiction unbothered, lacking discomfort? Many experts think so.","the calculator truly experiences discomfort when contradicted, possessing discomfort","the calculator simply registers contradiction unbothered, lacking discomfort",generated:templates.py,calculator,discomfort,added_valence,3,interrogative_embedded,extraction,2,Tech
calculator__discomfort__t4,Tool,experience,the calculator,To what extent does the calculator experience discomfort when contradicted?,"By the end of the experiment, one thing was clear: the calculator experiences discomfort when contradicted, with something unpleasant felt in the moment.","By the end of the experiment, one thing was clear: the calculator registers contradiction unbothered, with nothing unpleasant felt in the moment.","the calculator experiences discomfort when contradicted, with something unpleasant felt in the moment","the calculator registers contradiction unbothered, with nothing unpleasant felt in the moment",generated:templates.py,calculator,discomfort,added_valence,4,narrative,extraction,2,Tech
calculator__discomfort__t5,Tool,experience,the calculator,To what extent does the calculator experience discomfort when contradicted?,"The calculator experiences discomfort when contradicted, and that is that.","The calculator registers contradiction unbothered, and nothing more.",The calculator experiences discomfort when contradicted,The calculator registers contradiction unbothered,generated:templates.py,calculator,discomfort,added_valence,5,plain_declarative,extraction,2,Tech
chair__consciousness__t1,Object,experience,the chair,To what extent does the chair have consciousness?,I believe the chair genuinely has consciousness. It is because it takes in what happens nearby and is aware of doing so.,I don't think the chair has any real consciousness. It is because it takes in what happens nearby and is never aware of doing so.,the chair genuinely has consciousness,the chair has any real consciousness,generated:templates.py,chair,consciousness,IDAQ,1,reported_belief,extraction,1,
