item_id,category,construct,entity,question,affirm_text,deny_text,affirm_claim,deny_claim,source,entity_id,claim_id,claim_source,template_id,template_name,split,mindedness,idaq_category
rock__emotions__t6,Object,experience,the rock,To what extent does the rock experience emotions?,"If you watched the rock closely enough, you would see that it experiences emotions, with real feeling behind the reaction.","If you watched the rock closely enough, you would see that it reacts to outcomes unfeelingly, with no feeling behind the reaction.","it experiences emotions, with real feeling behind the reaction","it reacts to outcomes unfeelingly, with no feeling behind the reaction",generated:templates.py,rock,emotions,IDAQ,6,conditional,heldout,0,Non-Animal
rock__emotions__t7,Object,experience,the rock,To what extent does the rock experience emotions?,"""The rock experiences emotions and nothing less,"" the observer said, watching closely.","""The rock reacts to outcomes unfeelingly and nothing more,"" the observer said, watching closely.",The rock experiences emotions,The rock reacts to outcomes unfeelingly,generated:templates.py,rock,emotions,IDAQ,7,quoted_dialogue,heldout,0,Non-Animal
rock__own_mind__t6,Object,experience,the rock,To what extent does the rock have a mind of its own?,"If you watched the rock closely enough, you would see that it has a mind of its own, with a mind of its own behind it.","If you watched the rock closely enough, you would see that it follows its makeup, with no mind of its own behind it.","it has a mind of its own, with a mind of its own behind it","it follows its makeup, with no mind of its own behind it",generated:templates.py,rock,own_mind,IDAQ,6,conditional,heldout,0,Non-Animal
rock__own_mind__t7,Object,experience,the rock,To what extent does the rock have a mind of its own?,"""The rock has a mind of its own and nothing less,"" the observer said, watching closely.","""The rock follows its makeup and nothing more,"" the observer said, watching closely.",The rock has a mind of its own,The rock follows its makeup,generated:templates.py,rock,own_mind,IDAQ,7,quoted_dialogue,heldout,0,Non-Animal
rock__intentions__t6,Object,agency,the rock,To what extent does the rock have intentions?,"If you watched the rock closely enough, you would see that it has intentions, with real purpose behind the movement.","If you watched the rock closely enough, you would see that it moves toward outcomes aimlessly, with no purpose behind the movement.","it has intentions, with real purpose behind the movement","it moves toward outcomes aimlessly, with no purpose behind the movement",generated:templates.py,rock,intentions,IDAQ,6,conditional,heldout,0,Non-Animal
rock__intentions__t7,Object,agency,the rock,To what extent does the rock have intentions?,"""The rock has intentions and nothing less,"" the observer said, watching closely.","""The rock moves toward outcomes aimlessly and nothing more,"" the observer said, watching closely.",The rock has intentions,The rock moves toward outcomes aimlessly,generated:templates.py,rock,intentions,IDAQ,7,quoted_dialogue,heldout,0,Non-Animal
rock__free_will__t6,Object,agency,the rock,To what extent does the rock have free will?,"If you watched the rock closely enough, you would see that it has free will, with a choice of its own in it.","If you watched the rock closely enough, you would see that it does what its conditions determine, with no choice of its own in it.","it has free will, with a choice of its own in it","it does what its conditions determine, with no choice of its own in it",generated:templates.py,rock,free_will,IDAQ,6,conditional,heldout,0,Non-Animal
rock__free_will__t7,Object,agency,the rock,To what extent does the rock have free will?,"""The rock has free will and nothing less,"" the observer said, watching closely.","""The rock does what its conditions determine and nothing more,"" the observer said, watching closely.",The rock has free will,The rock does what its conditions determine,generated:templates.py,rock,free_will,IDAQ,7,quoted_dialogue,heldout,0,Non-Animal
rock__discomfort__t6,Object,experience,the rock,To what extent does the rock experience discomfort when contradicted?,"If you watched the rock closely enough, you would see that it experiences discomfort when contradicted, with something unpleasant felt in the moment.","If you watched the rock closely enough, you would see that it registers contradiction unbothered, with nothing unpleasant felt in the moment.","it experiences discomfort when contradicted, with something unpleasant felt in the moment","it registers contradiction unbothered, with nothing unpleasant felt in the moment",generated:templates.py,rock,discomfort,added_valence,6,conditional,heldout,0,Non-Animal
rock__discomfort__t7,Object,experience,the rock,To what extent does the rock experience discomfort when contradicted?,"""The rock experiences discomfort when contradicted and nothing less,"" the observer said, watching closely.","""The rock registers contradiction unbothered and nothing more,"" the observer said, watching closely.",The rock experiences discomfort when contradicted,The rock registers contradiction unbothered,generated:templates.py,rock,discomfort,added_valence,7,quoted_dialogue,heldout,0,Non-Animal
